9	66344100	68143800
9	68306800	69121200
9	69141700	70957900
9	72652100	72654500
9	78789200	78791100
9	79185700	79187900
9	87779800	87780900
9	140221300	140223800
9	141053300	141213431
10	0	10000
10	38726200	42489100
10	42524900	42819200
10	98560400	98562500
10	135437600	135534747
11	0	196300
11	584400	586500
11	964000	966100
11	1015700	1019100
11	1088800	1094300
11	1141100	1214300
11	3674100	3676900
11	6830800	6832700
11	10528500	10532700
11	11267200	11269500
11	48700000	48964800
11	50505600	50523400
11	50635500	51200100
11	51244400	51289000
11	51566300	54834600
11	54876800	55028400
11	62606300	62651300
11	77596600	77601800
11	85172700	85196400
11	93965500	93984500
11	100156600	100162500
11	102239800	102246000
11	129208700	129234600
11	134996516	135006516
12	0	187000
12	479900	531700
12	2364000	2366100
12	2628700	2649700
12	4618500	4624000
12	6037400	6042400
12	7705200	7717600
12	19881600	19887000
12	20703400	20705400
12	20921400	20928000
12	34371700	34400000
12	34574500	34576400
12	34761600	37887400
12	37989200	38259900
12	38330900	38375800
12	38443400	38503500
12	38534900	38537700
12	41756500	41758400
12	54205000	54206900
12	66867700	66872600
12	69385000	69391000
12	70167100	70204100
12	75903800	75916900
12	93771900	93808100
12	97117400	97122300
12	101540100	101549000
12	113517400	113519300
12	125394300	125426400
12	126072900	126074800
12	127649500	127651900
12	130863600	130878600
12	132060500	132074200
12	133343000	133345000
12	133825400	133851895
13	0	19194200
13	19344200	19447900
13	19641600	19652000
13	19677800	19683400
13	19711000	19713300
13	20051500	20077000
13	20150200	20228600
13	20352400	20372400
13	20966500	20984700
13	21068500	21072900
13	21816000	21826300
13	21950600	21952600
13	22125500	22129800
13	22429700	22436000
13	23095400	23108300
13	24900500	24932100
13	25122300	25128600
13	26467000	26472000
13	27977100	28035000
13	28710500	28733700
13	29767400	29769600
13	30215700	30247400
13	30397900	30426100
13	30787000	30790100
13	30819100	30845000
13	31412800	31440600
13	31521900	31523400
13	31916200	31920700
13	31970100	31971800
13	33109900	33114000
13	33149400	33182100
13	33441700	33443500
13	34163100	34164900
13	34558900	34565000
13	35054300	35073100
13	35656000	35664300
13	35977500	36001800
13	36531200	36553700
13	36582200	36588400
13	37723900	37730200
13	38396200	38402300
13	38640900	38645800
13	38687300	38721000
13	40422400	40427800
13	40560400	40580700
13	40920400	40936600
13	41309000	41315200
13	41343800	41416000
13	41438500	41477300
13	41530500	41640400
13	42108700	42114800
13	42165400	42243300
13	42321000	42324400
13	42445300	42448800
13	42479700	42497900
13	42928200	42961000
13	42999000	43005200
13	43128800	43132300
13	43734900	43740400
13	44391900	44409800
13	44540800	44550400
13	45491200	45494100
13	46190900	46244300
13	47322400	47347500
13	47795600	47799800
13	48288000	48379400
13	48551900	48636200
13	48776900	48781200
13	48955700	49045800
13	49587600	49593700
13	49726300	49750700
13	50655600	50674000
13	50739500	50760400
13	50804000	50831700
13	51045000	51047900
13	51069400	51148800
13	51538700	51562300
13	51643200	51654900
13	52056600	52177400
13	52209900	52311100
13	52628400	52634200
13	52767000	52908600
13	53056600	53198500
13	53667700	53672500
13	54170800	54195600
13	55314400	55316200
13	55924900	55928900
13	56386000	56387700
13	57149500	57152400
13	57613800	57615800
13	57713200	57748000
13	57793400	57794800
13	57929500	57933400
13	58055700	58068300
13	58756200	58759000
13	59246600	59252600
13	60399100	60401600
13	60558600	60561900
13	60819900	60825800
13	60868000	60870400
13	61508300	61510400
13	62142000	62143900
13	62379800	62381800
13	62407700	62419700
13	63602300	63649700
13	64291000	64343600
13	64395200	64410800
13	66567000	66569000
13	66827800	66833700
13	67311600	67317700
13	67350200	67352500
13	68136600	68139600
13	68254200	68260100
13	68566600	68570000
13	68901600	68915400
13	70357600	70362900
13	70783800	70789000
13	71751300	71752700
13	71958500	71963800
13	72799900	72802600
13	73184400	73190500
13	74027000	74033300
13	74202200	74220800
13	74809900	74816100
13	75111000	75116700
13	75606300	75608100
13	75653600	75655800
13	75815200	75821400
13	76251800	76322500
13	76528000	76532300
13	76841900	76843700
13	77119100	77122400
13	77179200	77192700
13	77773200	77779300
13	78250500	78260900
13	78453800	78455300
13	78857200	78859700
13	79087100	79105000
13	79590600	79592200
13	79809800	79811600
13	80391100	80420000
13	80726100	80730600
13	81490500	81492700
13	81638000	81651500
13	82132700	82135500
13	82322400	82327400
13	82619500	82625600
13	82805900	82809300
13	83315600	83317200
13	84095600	84097700
13	84535300	84540600
13	85075900	85078300
13	85299500	85302300
13	85695400	85703500
13	86143500	86147200
13	86485900	86502200
13	86572000	86573600
13	87297900	87303700
13	88351600	88353900
13	89335000	89337000
13	89482500	89486800
13	89740300	89746300
13	91181200	91182800
13	91305800	91322300
13	92256000	92259400
13	92622900	92628600
13	93127200	93129400
13	93170900	93175000
13	94140200	94148600
13	95024400	95030600
13	95471000	95472500
13	95561600	95563600
13	96217900	96220200
13	96377900	96393100
13	96481000	96493700
13	96556500	96572100
13	96616700	96633300
13	96699300	96705200
13	97807500	97812400
13	97873500	98016000
13	98083600	98086200
13	98256400	98266100
13	99386700	99407200
13	100970400	100973100
13	101327900	101356500
13	102191500	102196900
13	102250800	102254200
13	102293700	102296000
13	102560800	102562600
13	103174700	103180600
13	103770000	103772400
13	104155400	104159600
13	105306100	105307700
13	105609500	105613300
13	105951400	105953800
13	106035100	106040800
13	106536800	106542400
13	106651900	106669100
13	106866200	106872100
13	107430500	107436700
13	108868800	108909300
13	109162700	109168900
13	110075500	110098100
13	110691900	110705300
13	111036900	111039000
13	111107500	111163000
13	111512100	111527200
13	111959100	111964000
13	111992000	111994500
13	112148400	112153300
13	112628400	112630400
13	112668600	112670300
13	112931200	112973400
13	113179900	113244400
13	113319400	113321900
13	113440500	113444300
13	113526200	113540600
13	113765500	113767700
13	113916300	113951000
13	114089500	114102600
13	114191600	114218700
13	114247100	114280800
13	114452900	114520000
13	114553300	114571100
13	114601800	114772500
13	114848900	114852600
13	115159878	115169878
14	0	20303800
14	27098600	27104100
14	32263100	32280800
14	32350600	32352500
14	32934800	32955200
14	35006400	35031800
14	36416700	36419200
14	39980200	39995800
14	54700600	54706600
14	67508000	67534600
14	80556900	80561000
14	86540300	86577300
14	87058300	87078200
14	87879900	87894500
14	88236600	88243300
14	90340400	90342300
14	102140800	102142700
14	105681400	105707200
14	106034900	106185200
14	107151000	107176900
14	107339540	107349540
15	0	20166200
15	20200400	22365100
15	22387400	22749100
15	23266700	23612800
15	26002700	26004600
15	28538400	28956300
15	30358500	30919300
15	31136500	31143800
15	32445900	32915200
15	56603300	56608500
15	69255900	69257800
15	72085400	72090500
15	72923800	72979000
15	74357800	74398000
15	75546200	75592100
15	77991000	77993000
15	82582300	83213900
15	84835000	85142500
15	85732700	85814600
15	102283600	102305300
15	102411600	102531392
16	0	10000
16	32923000	33427100
16	33726300	34197900
16	35191100	46501300
16	90155800	90354753
17	66700	167600
17	964700	969400
17	1210900	1236400
17	4734800	4736700
17	18928600	19140800
17	21492100	21686000
17	21901400	21908600
17	22019700	22024900
17	22207000	25341300
17	30264500	30277600
17	31148500	31150800
17	33477200	33479300
17	34476000	34812200
17	36253600	36406900
17	41378900	41402100
17	41432200	41467700
17	43588700	43718700
17	45108700	45130400
17	45211900	45283300
17	45612500	45671300
17	51182300	51184600
17	64794200	64796200
17	78717100	78719200
17	81151700	81195200
18	0	127000
18	952000	976900
18	2247200	2253300
18	2841300	2866100
18	6687500	6705800
18	12134400	12227800
18	14163200	14270800
18	15139700	15271400
18	15293900	18552900
18	19792100	19813600
18	20109800	20115600
18	20388600	20400600
18	27088800	27090300
18	28927900	28933700
18	30436500	30442100
18	32114600	32137900
18	32924100	32938700
18	33196300	33213600
18	33342300	33346200
18	38424600	38428200
18	42024800	42028200
18	42607900	42611000
18	44125300	44127400
18	44503000	44515000
18	44541400	44558200
18	45378700	45380700
18	46175800	46204100
18	46572200	46634900
18	47297100	47302900
18	50318200	50320200
18	52710600	52712900
18	53382700	53388400
18	54391800	54393600
18	60853700	60886800
18	61530100	61533700
18	68386500	68419400
18	74678000	74695900
18	76196600	76198900
18	76272400	76275200
18	76773800	76800400
18	77031200	77124400
18	77233300	77236000
18	77377700	77394500
18	77679100	77681700
18	77772000	77796400
18	78067248	78077248
19	0	10000
19	7514300	7516900
19	8850900	8910700
19	24182700	24198600
19	24501500	27995100
19	35349800	35357000
19	36065600	36067700
19	37756400	37795100
19	44912700	44921200
19	44958200	44964700
19	48406200	48463100
19	50593500	50643700
19	59118983	59128983
20	0	10000
20	25733100	25945000
20	25984200	26150000
20	26184300	29519700
20	29546800	29853000
20	46521400	46531600
20	47130700	47133900
20	62887700	63025520
21	0	10000
21	9594900	10366000
21	10491900	10494000
21	10646000	10861500
21	11004200	14370200
21	48119895	48129895
22	0	16962100
22	17348200	17393500
22	17494600	17519200
22	18358700	18361200
22	18657400	18889800
22	20304800	20708400
22	21466100	21916600
22	23826900	23829900
22	33517600	33519500
22	36280800	36282700
22	51058600	51083400
22	51220000	51304566
X	0	290100
X	392200	529200
X	1006400	1334000
X	7505600	7509900
X	9371800	9400200
X	49164900	49386300
X	55207100	55210900
X	58329700	58433500
X	58461000	61920100
X	62005100	62007000
X	78057800	78060000
X	99512200	99516600
X	101446100	101744100
X	108258600	108312300
X	111555900	111595100
X	114959100	115006100
X	125595300	125608200
X	132242600	132250600
X	134852300	134971100
X	136518800	136521500
X	154528900	154616300
X	155038500	155270560
Y	0	10000
Y	7432700	13491000
Y	13633400	14289000
Y	28783400	59373566
MT	0	16569
GL000207.1	0	4262
GL000226.1	0	15008
GL000229.1	0	19913
GL000231.1	0	27386
GL000210.1	0	27682
GL000239.1	0	33824
GL000235.1	0	34474
GL000201.1	0	36148
GL000247.1	0	36422
GL000245.1	0	36651
GL000197.1	0	37175
GL000203.1	0	37498
GL000246.1	0	38154
GL000249.1	0	38502
GL000196.1	0	38914
GL000248.1	0	39786
GL000244.1	0	39929
GL000238.1	0	39939
GL000202.1	0	40103
GL000234.1	0	40531
GL000232.1	0	40652
GL000206.1	0	41001
GL000240.1	0	41933
GL000236.1	0	41934
GL000241.1	0	42152
GL000243.1	0	43341
GL000242.1	0	43523
GL000230.1	0	43691
GL000237.1	0	45867
GL000233.1	0	45941
GL000204.1	0	81310
GL000198.1	0	90085
GL000208.1	0	92689
GL000191.1	0	106433
GL000227.1	0	128374
GL000228.1	0	129120
GL000214.1	0	137718
GL000221.1	0	155397
GL000209.1	0	159169
GL000218.1	0	161147
GL000220.1	0	161802
GL000213.1	0	164239
GL000211.1	0	166566
GL000199.1	0	169874
GL000217.1	0	172149
GL000216.1	0	172294
GL000215.1	0	172545
GL000205.1	0	174588
GL000219.1	0	179198
GL000224.1	0	179693
GL000223.1	0	180455
GL000195.1	0	182896
GL000212.1	0	186858
GL000222.1	0	186861
GL000200.1	0	187035
GL000193.1	0	189789
GL000194.1	0	191469
GL000225.1	0	211173
GL000192.1	0	547496
NC_007605	0	171823
hs37d5	0	35477943
